,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),점포구분명,위도,경도,위경도
35,3010000,2.01E+18,20061023,,1,영업/정상,1,정상영업,02-2230-8200,8119,100451,서울특별시 중구 신당1동 213번지 8호,서울특별시 중구 마장로1길 22 (신당동),,올레오,2.02E+13,U,40:00.0,쇼핑센터,201040.3526,451852.1426,대규모점포,37.56895508,127.0096739,"(37.56895508,127.0096739)"
36,3010000,2.01E+18,19700129,,1,영업/정상,1,정상영업,02-2269-1969,15144,100726,서울특별시 중구 을지로6가 17번지,서울특별시 중구 장충단로13길 20 (을지로6가),100726,통일상가,2.02E+13,I,59:59.0,그 밖의 대규모점포,200613.5103,451817.5154,대규모점포,37.56864345,127.0048423,"(37.56864345,127.0048423)"
37,3010000,2.01E+18,20111007,,1,영업/정상,1,정상영업,02-2290-5853,648.4,,,서울특별시 중구 다산로 56 제지2층 제비203호 (신당동 남산정은스카이아파트),4597,롯데쇼핑(주)롯데슈퍼신당점,2.02E+13,I,59:59.0,그 밖의 대규모점포,200611.6813,449633.1352,준대규모점포,37.54896241,127.00482,"(37.54896241,127.00482)"
38,3010000,2.01E+18,20111006,,1,영업/정상,1,정상영업,02-778-5603,107.8,100011,서울특별시 중구 충무로1가 25번지 8호,서울특별시 중구 명동8나길 47 (충무로1가),,롯데쇼핑(주)롯데슈퍼명동점,2.02E+13,I,59:59.0,그 밖의 대규모점포,198364.6318,450975.9504,준대규모점포,37.56105964,126.9793887,"(37.56105964,126.9793887)"
39,3010000,2.01E+18,19791227,,1,영업/정상,1,정상영업,02-772-3871,59979.25,,,서울특별시 중구 남대문로 81 (소공동),100721,롯데백화점 본점,2.02E+13,I,59:59.0,백화점,198259.6536,451392.1982,대규모점포,37.56480978,126.9781995,"(37.56480978,126.9781995)"
40,3010000,2.01E+18,20121227,,1,영업/정상,1,정상영업,02-7262500,11576.19,100162,서울특별시 중구 봉래동2가 122번지 11호,서울특별시 중구 한강대로 405 (봉래동2가),,롯데아울렛 서울역점,2.01E+13,I,59:59.0,쇼핑센터,197230.2061,450446.6844,대규모점포,37.55628822,126.9665512,"(37.55628822,126.9665512)"
41,3010000,2.01E+18,19790525,,1,영업/정상,1,정상영업,02-2238-4352,13458.03,100451,서울특별시 중구 신당1동 777번지,서울특별시 중구 마장로1길 21 (신당동),,(주)광희패션몰,2.02E+13,I,59:59.0,그 밖의 대규모점포,200982.7091,451817.384,대규모점포,37.56864197,127.0090214,"(37.56864197,127.0090214)"
42,3010000,2.01E+18,20140110,,1,영업/정상,1,정상영업,02-2006-2156,492.56,,,서울특별시 중구 다산로 32 (신당동),100450,(주)지에스리테일 남산타운점,2.02E+13,U,40:00.0,그 밖의 대규모점포,200984.7137,449703.2398,준대규모점포,37.54959375,127.0090414,"(37.54959375,127.0090414)"
43,3010000,2.01E+18,19980811,,1,영업/정상,1,정상영업,02-3393-1500,17736.37,100762,서울특별시 중구 을지로6가 18번지 185호,서울특별시 중구 장충단로 263 (을지로6가),100762,밀리오레,2.02E+13,I,59:59.0,그 밖의 대규모점포,200664.5829,451781.8684,대규모점포,37.56832224,127.0054204,"(37.56832224,127.0054204)"
44,3010000,2.01E+18,19761102,,1,영업/정상,1,정상영업,02-6365-5959,9316.94,,,서울특별시 중구 남대문로 30 (남창동),100804,굳앤굳 디자이너월드,2.02E+13,U,40:00.0,그 밖의 대규모점포,198079.6943,450952.1745,대규모점포,37.56084485,126.9761638,"(37.56084485,126.9761638)"
45,3010000,2.00E+18,19790420,,1,영업/정상,1,정상영업,22370620,6775.3,,서울특별시 중구 신당동 772호,서울특별시 중구 장충단로 282-10 (신당동),,남평화상가(주),2.02E+13,I,59:59.0,그 밖의 대규모점포,200894.4785,451877.0808,대규모점포,37.56917991,127.0080227,"(37.56917991,127.0080227)"
46,3010000,2.00E+18,19801220,,1,영업/정상,1,정상영업,3455-3721,6020.32,,서울특별시 중구 남창동 51번지 1호,,,숭례문상가,2.02E+13,I,59:59.0,그 밖의 대규모점포,197831.0027,450794.3148,대규모점포,37.55942198,126.9733496,"(37.55942198,126.9733496)"
47,3010000,2.00E+18,19781222,,1,영업/정상,1,정상영업,02-759-6550,7676.86,,서울특별시 중구 소공동 1번지,서울특별시 중구 을지로 30 (소공동 롯데호텔),4533,호텔롯데아케이드,2.02E+13,U,40:00.0,그 밖의 대규모점포,198259.6536,451392.1982,대규모점포,37.56480978,126.9781995,"(37.56480978,126.9781995)"
48,3010000,2.01E+18,19990901,,1,영업/정상,1,정상영업,02-390-4015,11576.19,100162,서울특별시 중구 봉래동2가 120번지 11호,서울특별시 중구 한강대로 405 (봉래동2가),100162,롯데아울렛 서울역점,2.02E+13,U,06:00.0,쇼핑센터,197364.6268,450397.3696,,37.5558443,126.9680727,"(37.5558443,126.9680727)"
49,3030000,2.01E+18,20120321,,1,영업/정상,1,정상영업,02-2292-8545,293.34,133091,서울특별시 성동구 금호동1가 481번지 5호,서울특별시 성동구 행당로 6 (금호동1가),133091,홈플러스(주) 익스프레스 금호점,2.02E+13,U,07:00.0,구분없음,201772.8071,450250.3664,,37.55452218,127.017961,"(37.55452218,127.017961)"
50,3010000,2.01E+18,19811027,,1,영업/정상,1,정상영업,222526744,9629.48,,,서울특별시 중구 마장로 13 (신당동),100837,제일평화시장,2.02E+13,U,09:00.0,그 밖의 대규모점포,200938.5281,451798.0031,,37.56846739,127.0085213,"(37.56846739,127.0085213)"
51,3130000,2.02E+18,20111206,,1,영업/정상,1,정상영업,02-701-8544,230.7,,,서울특별시 마포구 토정로 282 (용강동),4163,홈플러스익스프레스 용강점,2.02E+13,U,09:00.0,구분없음,194695.7971,448818.968,,37.54161137,126.9378803,"(37.54161137,126.9378803)"
52,3010000,2.01E+18,20101008,,1,영업/정상,1,정상영업,2238-0981,17758.45,100451,서울특별시 중구 신당1동 773번지,서울특별시 중구 마장로 3 (신당동),,맥스타일,2.02E+13,U,05:00.0,구분없음,200863.5941,451837.4816,,37.56882316,127.0076731,"(37.56882316,127.0076731)"
53,3010000,2.01E+18,19680730,,1,영업/정상,1,정상영업,2265-9611,19023.64,,,서울특별시 중구 장충단로13길 34 (을지로6가),100850,동화상가,2.02E+13,I,59:59.0,그 밖의 대규모점포,200543.7549,451888.0403,대규모점포,37.56927891,127.0040528,"(37.56927891,127.0040528)"
54,3010000,2.01E+18,19960705,,1,영업/정상,1,정상영업,02-6366-3056,19056.99,,,서울특별시 중구 을지로45길 62 (신당동),100822,누죤,2.02E+13,U,40:00.0,그 밖의 대규모점포,201092.2812,451637.9327,대규모점포,37.56702502,127.0102614,"(37.56702502,127.0102614)"
55,3010000,2.01E+18,19851128,,1,영업/정상,1,정상영업,02-756-7536,13793.3,,,서울특별시 중구 남대문시장8길 7 (남창동),100804,삼익패션타운,2.02E+13,I,59:59.0,그 밖의 대규모점포,198091.2021,450913.3407,대규모점포,37.56049499,126.9762941,"(37.56049499,126.9762941)"
56,3010000,2.01E+18,19940831,,1,영업/정상,1,정상영업,02-2237-2503,7281.04,,,서울특별시 중구 을지로45길 72 (신당동),100822,디자이너크럽,2.02E+13,U,40:00.0,그 밖의 대규모점포,201075.6067,451683.0178,대규모점포,37.56743125,127.0100727,"(37.56743125,127.0100727)"
57,3010000,2.01E+18,19950401,,1,영업/정상,1,정상영업,02-757-3421,3613.39,,,서울특별시 중구 명동8가길 27 (충무로2가),100860,선싸인,2.02E+13,U,40:00.0,그 밖의 대규모점포,198737.5538,451081.8946,대규모점포,37.5620148,126.9836093,"(37.5620148,126.9836093)"
58,3010000,2.01E+18,19970224,,1,영업/정상,1,정상영업,02-2250-1115,5590.74,,,서울특별시 중구 마장로1길 18 (신당동),100887,혜양엘리시움,2.02E+13,U,40:00.0,그 밖의 대규모점포,201047.8997,451814.3504,대규모점포,37.56861457,127.0097593,"(37.56861457,127.0097593)"
59,3010000,2.01E+18,20020722,,1,영업/정상,1,정상영업,02-757-3541,6752.63,,,서울특별시 중구 소월로 9 (남창동),100804,남정종합상가,2.02E+13,U,40:00.0,그 밖의 대규모점포,197843.8207,450717.3536,대규모점포,37.5587286,126.9734949,"(37.5587286,126.9734949)"
60,3010000,2.02E+18,20160307,,1,영업/정상,1,정상영업,02-777-1163,9272.66,,,서울특별시 중구 을지로 276 (을지로7가 apMPLACE),4565,에이피엠플레이스,2.02E+13,I,59:59.0,쇼핑센터,200673.0115,451443.2799,대규모점포,37.56527159,127.0055155,"(37.56527159,127.0055155)"
61,3010000,2.02E+18,20170323,,1,영업/정상,1,정상영업,02-2290-7125,13006.43,,,서울특별시 중구 마장로 22 (신당동 DDP FASHION MALL),4566,DDP FASHION MALL,2.02E+13,I,59:59.0,그 밖의 대규모점포,200999.3562,451654.4182,대규모점포,37.56717365,127.0092096,"(37.56717365,127.0092096)"
62,3010000,2.00E+18,19621102,,1,영업/정상,1,정상영업,757 3541,14330,,,서울특별시 중구 퇴계로85길 22 (황학동),4576,서울중앙시장,2.02E+13,U,40:00.0,그 밖의 대규모점포,201680.0675,451610.9622,대규모점포,37.56678117,127.0169145,"(37.56678117,127.0169145)"
63,3010000,2.00E+18,20020722,,1,영업/정상,1,정상영업,6388-1100,13941.72,100951,서울특별시 중구 을지로6가 18번지 35호,서울특별시 중구 장충단로 253 (을지로6가),100951,헬로우에이피엠,2.01E+13,I,59:59.0,그 밖의 대규모점포,200649.7767,451689.7852,대규모점포,37.56749259,127.0052527,"(37.56749259,127.0052527)"
64,3010000,2.00E+18,20040601,,1,영업/정상,1,정상영업,02   4118500,11090.62,,서울특별시 중구 봉래동2가 122호,서울특별시 중구 청파로 426 (봉래동2가),100162,롯데쇼핑(주)롯데마트서울역점,2.02E+13,I,59:59.0,대형마트,197243.2153,450655.1042,대규모점포,37.5581661,126.9666976,"(37.5581661,126.9666976)"
65,3010000,2.01E+18,19830603,,1,영업/정상,1,정상영업,222328082,12192.28,100451,서울특별시 중구 신당1동 217번지 91호,서울특별시 중구 청계천로 334 (신당동),,청평화시장,2.02E+13,U,40:00.0,그 밖의 대규모점포,201250.877,451908.7738,대규모점포,37.56946507,127.012057,"(37.56946507,127.012057)"
66,3010000,2.01E+18,19731030,,1,영업/정상,1,정상영업,02 7712500,13877.55,,서울특별시 중구 남대문로2가 123호,서울특별시 중구 남대문로 67 (남대문로2가),,롯데쇼핑본점영플라자,2.02E+13,U,40:00.0,백화점,198315.5327,451248.1416,대규모점포,37.56351196,126.9788323,"(37.56351196,126.9788323)"
67,3010000,2.01E+18,20060414,,1,영업/정상,1,정상영업,02 22320040,16771.51,,서울특별시 중구 신당동 193번지 2 호,서울특별시 중구 다산로 293 (신당동),,디오트,2.02E+13,U,40:00.0,그 밖의 대규모점포,201236.0315,451872.4094,대규모점포,37.56913745,127.0118889,"(37.56913745,127.0118889)"
68,3010000,2.01E+18,20080626,,1,영업/정상,1,정상영업,02-2290-1234,20144.48,100899,서울특별시 중구 황학동 2545번지,서울특별시 중구 청계천로 400-0 (황학동),100899,주식회사 이마트 청계천점,2.02E+13,U,09:00.0,대형마트,201823.909,452076.8187,,37.57097822,127.0185437,"(37.57097822,127.0185437)"
69,3010000,2.01E+18,20080718,,1,영업/정상,1,정상영업,02-2048-8231,27653.82,100440,서울특별시 중구 황학동 2545번지,서울특별시 중구 청계천로 400 (황학동),,베네치아메가몰,2.02E+13,I,59:59.0,그 밖의 대규모점포,201823.909,452076.8187,대규모점포,37.57097822,127.0185437,"(37.57097822,127.0185437)"
70,3010000,2.01E+18,20080827,,1,영업/정상,1,정상영업,02-318-8322,5835.93,,서울특별시 중구 명동2가 31번지 1호,서울특별시 중구 명동8길 27 (명동2가 엠 플라자),4536,엠플라자(M plaza),2.02E+13,I,59:59.0,쇼핑센터,198619.3882,451135.7403,대규모점포,37.56249976,126.9822717,"(37.56249976,126.9822717)"
71,3010000,2.01E+18,19990105,,1,영업/정상,1,정상영업,02-3396-1657,15695.63,,,서울특별시 중구 장충단로 275 (을지로6가),100730,두타몰,2.02E+13,U,02:00.0,그 밖의 대규모점포,200703.6256,451836.4583,,37.56881406,127.0058624,"(37.56881406,127.0058624)"
72,3010000,2.01E+18,20080916,,1,영업/정상,1,정상영업,02-2118-8700,40302.01,100729,서울특별시 중구 을지로6가 18번지 21호 굿모닝시티쇼핑몰,서울특별시 중구 장충단로 247 (을지로6가굿모닝시티쇼핑몰),,굿모닝시티 쇼핑몰,2.02E+13,U,40:00.0,쇼핑센터,200573.6413,451621.0365,대규모점포,37.56687322,127.0043909,"(37.56687322,127.0043909)"
73,3010000,2.01E+18,20020115,,1,영업/정상,1,정상영업,3783-5204,21481.63,100810,서울특별시 중구 명동2가 83번지 5호,서울특별시 중구 명동길 14 (명동2가),,눈스퀘어,2.02E+13,I,59:59.0,그 밖의 대규모점포,198418.7417,451237.1686,대규모점포,37.56341328,126.9800005,"(37.56341328,126.9800005)"
74,3020000,2.01E+18,20120320,,1,영업/정상,1,정상영업,02-2290-5853,858.3,140026,서울특별시 용산구 용산동6가 69번지 167호,서울특별시 용산구 이촌로 352 (용산동6가),140026,롯데쇼핑(주)롯데슈퍼 신동아점,2.02E+13,I,59:59.0,구분없음,198622.8926,446114.1552,준대규모점포,37.51725566,126.9823212,"(37.51725566,126.9823212)"
75,3020000,2.01E+18,20120323,,1,영업/정상,1,정상영업,02-793-9633,181.89,,서울특별시 용산구 한남동 631번지 5호 허준빌딩,서울특별시 용산구 대사관로34길 26 허준빌딩 1층 (한남동),4402,롯데슈퍼 한남점(가맹점),2.02E+13,U,40:00.0,구분없음,200431.1456,447763.4142,준대규모점포,37.53211645,127.0027761,"(37.53211645,127.0027761)"
76,3020000,2.01E+18,20140731,,1,영업/정상,1,정상영업,27135601,121.7,140160,서울특별시 용산구 남영동 93번지 30호,서울특별시 한강대로77길 12,140807,롯데쇼핑(주)롯데market999갈월점,2.02E+13,I,59:59.0,구분없음,197443.8818,448884.9576,준대규모점포,37.54221783,126.968975,"(37.54221783,126.968975)"
77,3020000,2.01E+18,20140731,,1,영업/정상,1,정상영업,27115602,643.3,,,서울특별시 용산구 백범로 341 (원효로1가),140111,롯데쇼핑(주)롯데슈퍼원효로점,2.02E+13,I,59:59.0,구분없음,197101.1275,448437.0679,준대규모점포,37.53818134,126.9650985,"(37.53818134,126.9650985)"
78,3020000,1.99E+18,19850701,,1,영업/정상,1,정상영업,,,,서울특별시 용산구 한강로1가 191호   ,,,국제센터아케이드,2.01E+13,I,59:59.0,그 밖의 대규모점포,197646.514,447909.0707,,37.53342571,126.9712711,"(37.53342571,126.9712711)"
79,3020000,1.99E+18,19930413,,1,영업/정상,1,정상영업,02 7037091,,,서울특별시 용산구 한강로2가 413호   ,서울특별시 용산구 청파로 113-12 (한강로2가),,(주)전자타운,2.01E+13,I,59:59.0,그 밖의 대규모점포,196775.6399,447984.6345,,37.53410384,126.9614177,"(37.53410384,126.9614177)"
80,3020000,2.00E+18,20041222,,1,영업/정상,1,정상영업,02  799 7114,6876.34,,서울특별시 용산구 한강로2가 191호,서울특별시 용산구 한강대로 92 (한강로2가),140702,LS Avenue,2.01E+13,I,59:59.0,그 밖의 대규모점포,197099.3815,447328.5488,대규모점포,37.52819365,126.9650832,"(37.52819365,126.9650832)"
